,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_50_D_0_LinearTrend_24_exp_1.0_10
0,2000-01-01,0.43037873274483895,0.125,0.0,-1.3557137239186656,0.36787944117144233
1,2000-01-02,0.43233127290193196,0.2916666666666667,0.0,-0.11410253188685747,0.08979460361484368
2,2000-01-03,0.4342838130590249,0.375,0.19143103179060927,-0.844230864581227,0.14130720900601568
3,2000-01-04,0.4362363532161179,0.7916666666666666,0.40972955828822843,0.7056408100507655,0.015865499351615926
4,2000-01-05,0.43818889337321093,0.875,0.6514051495944296,-0.39878617335193706,0.03452253910763619
5,2000-01-06,0.4401414335303039,0.75,0.9041523068688602,-0.8271965334869942,0.04654050836022006
6,2000-01-07,0.4420939736873969,0.16666666666666666,1.1657668003684976,-0.41574470158503485,0.04246318854283648
7,2000-01-08,0.4440465138444899,0.9583333333333334,1.4319965426769639,-0.5245121937314283,0.0164045066315043
8,2000-01-09,0.44599905400158285,0.25,1.70135948292815,0.8131012718382519,0.006665603379165504
9,2000-01-10,0.44795159415867586,0.5,1.9729803079305799,-0.2292506291606075,0.011198042820707129
10,2000-01-11,0.44990413431576887,0.041666666666666664,2.2459152665464583,2.161717373494259,0.001231480183115998
11,2000-01-12,0.4518566744728618,0.25,2.519556405386122,-0.9569314292805337,0.01716613653777117
12,2000-01-13,0.4538092146299548,0.2916666666666667,2.79373326357714,0.06731083219488099,0.004485725800022818
13,2000-01-14,0.45576175478704783,0.9583333333333334,3.067966858522782,0.20649883721106427,0.0015202267539376837
14,2000-01-15,0.45771429494414084,0.5833333333333334,3.342200453468424,-0.45688132622556726,0.003257804597888234
15,2000-01-16,0.4596668351012338,0.7083333333333334,3.616434048414067,-1.0599757640207523,0.0039866920822502075
16,2000-01-17,0.4616193752583268,0.20833333333333334,3.8906676433597083,0.6149573156935568,0.0009341134513859933
17,2000-01-18,0.4635719154154198,0.5416666666666666,4.164901238305352,1.4296607664750955,0.00022483683917518958
18,2000-01-19,0.46552445557251276,0.3333333333333333,4.439134833250993,-0.21195225635208395,0.001084782951199735
19,2000-01-20,0.46747699572960577,0.375,4.7133684281966355,-0.08033725576207178,0.0006920563608570247
20,2000-01-21,0.4694295358866988,0.8333333333333334,4.987602023142277,0.4053977840180792,0.0002042639214742515
21,2000-01-22,0.47138207604379173,0.7916666666666666,5.261835618087921,0.11860658523361353,0.0002152251352074946
22,2000-01-23,0.47333461620088474,0.6666666666666666,5.536069213033563,1.2544140683375582,5.942357318160992e-05
23,2000-01-24,0.47528715635797775,0.7916666666666666,5.810302807979207,1.419102040788718,3.3744481572882944e-05
24,2000-01-25,0.4772396965150707,0.125,6.084536402924847,-0.7438560828698322,0.00043365771604207963
25,2000-01-26,0.4791922366721637,0.2916666666666667,6.358769997870491,-2.5174371027954736,0.001640873118332642
26,2000-01-27,0.4811447768292567,0.375,6.633003592816132,-1.5070960235350006,0.0004170154288189073
27,2000-01-28,0.48309731698634967,0.7916666666666666,6.907237187761773,1.149076125381565,1.4644989597871014e-05
28,2000-01-29,0.4850498571434427,0.875,7.181470782707417,-1.193578251944493,0.00010640293689083533
29,2000-01-30,0.4870023973005357,0.75,7.455704377653061,1.1410424458433976,8.858933155230745e-06
30,2000-01-31,0.48895493745762864,0.16666666666666666,7.729937972598702,1.5094450822654228,8.332561465765119e-06
31,2000-02-01,0.49090747761472164,0.9583333333333334,8.004171567544343,1.0677751294644207,4.4548262490812075e-06
32,2000-02-02,0.49286001777181465,0.25,8.278405162489987,-0.6865894771933623,3.966621682060144e-05
33,2000-02-03,0.49481255792890766,0.5,8.552638757435629,0.01487331605783535,1.162143148559909e-05
34,2000-02-04,0.4967650980860006,0.041666666666666664,8.826872352381272,-0.37566589616476365,2.0605073787265364e-05
35,2000-02-05,0.4987176382430936,0.25,9.101105947326912,-0.03822363744467267,9.05734126759857e-06
36,2000-02-06,0.5006701784001866,0.2916666666666667,9.375339542272554,0.36797447414967926,4.390858233240909e-06
37,2000-02-07,0.5026227185572796,0.9583333333333334,9.6495731372182,-0.04472370024755386,2.5840813766321713e-06
38,2000-02-08,0.5045752587143726,0.5833333333333334,9.923806732163841,-0.3023751325193162,3.6907709844320203e-06
39,2000-02-09,0.5065277988714656,0.7083333333333334,10.198040327109483,-2.2244036022124187,1.6889256499460293e-05
40,2000-02-10,0.5084803390285586,0.20833333333333334,10.472273922055123,0.7240063590423036,1.1074738526699906e-06
41,2000-02-11,0.5104328791856515,0.5416666666666666,10.74650751700077,0.35900276446988677,8.672445646141659e-07
42,2000-02-12,0.5123854193427445,0.3333333333333333,11.020741111946409,1.076121037518773,3.9557877420947495e-07
43,2000-02-13,0.5143379594998375,0.375,11.294974706892052,0.1921408343855315,6.967853112323713e-07
44,2000-02-14,0.5162904996569305,0.8333333333333334,11.569208301837694,0.8529259575013671,1.7263382856409702e-07
45,2000-02-15,0.5182430398140235,0.7916666666666666,11.843441896783338,0.018357182609979702,3.145748547986763e-07
46,2000-02-16,0.5201955799711165,0.6666666666666666,12.11767549172898,0.42830356650802287,1.794846234266611e-07
47,2000-02-17,0.5221481201282094,0.7916666666666666,12.391909086674623,0.9962778345476014,6.809672614395779e-08
48,2000-02-18,0.5241006602853024,0.125,12.666142681620263,-0.49114965590076143,4.4533961005666725e-07
49,2000-02-19,0.5260532004423955,0.2916666666666667,12.940376276565907,0.7126781657427828,8.581180087353418e-08
